Program,Role,District,Sheet,MetricCode,ResponseCount,TotalDistrictRespondents,ResponseRatePct
CLSS,Participant,Dewas,Q87,87.5,0.0,1.0,0.0
CLSS,Participant,Dhar,Q87,87.1,684.0,839.0,81.53
CLSS,Participant,Dhar,Q87,87.2,656.0,839.0,78.19
CLSS,Participant,Dhar,Q87,87.3,714.0,839.0,85.1
CLSS,Participant,Dhar,Q87,87.4,614.0,839.0,73.18
CLSS,Participant,Dhar,Q87,87.5,99.0,839.0,11.8
CLSS,Participant,Dindori,Q87,87.1,248.0,310.0,80.0
CLSS,Participant,Dindori,Q87,87.2,213.0,310.0,68.71
CLSS,Participant,Dindori,Q87,87.3,246.0,310.0,79.35
CLSS,Participant,Dindori,Q87,87.4,202.0,310.0,65.16
CLSS,Participant,Dindori,Q87,87.5,38.0,310.0,12.26
CLSS,Participant,Guna,Q87,87.1,341.0,404.0,84.41
CLSS,Participant,Guna,Q87,87.2,314.0,404.0,77.72
CLSS,Participant,Guna,Q87,87.3,346.0,404.0,85.64
CLSS,Participant,Guna,Q87,87.4,290.0,404.0,71.78
CLSS,Participant,Guna,Q87,87.5,37.0,404.0,9.16
CLSS,Participant,Gwalior,Q87,87.1,420.0,527.0,79.7
CLSS,Participant,Gwalior,Q87,87.2,381.0,527.0,72.3
CLSS,Participant,Gwalior,Q87,87.3,460.0,527.0,87.29
CLSS,Participant,Gwalior,Q87,87.4,362.0,527.0,68.69
CLSS,Participant,Gwalior,Q87,87.5,42.0,527.0,7.97
CLSS,Participant,Harda,Q87,87.1,193.0,220.0,87.73
CLSS,Participant,Harda,Q87,87.2,176.0,220.0,80.0
CLSS,Participant,Harda,Q87,87.3,194.0,220.0,88.18
CLSS,Participant,Harda,Q87,87.4,172.0,220.0,78.18
CLSS,Participant,Harda,Q87,87.5,20.0,220.0,9.09
CLSS,Participant,Indore,Q87,87.1,391.0,459.0,85.19
CLSS,Participant,Indore,Q87,87.2,360.0,459.0,78.43
CLSS,Participant,Indore,Q87,87.3,405.0,459.0,88.24
CLSS,Participant,Indore,Q87,87.4,354.0,459.0,77.12
CLSS,Participant,Indore,Q87,87.5,27.0,459.0,5.88
CLSS,Participant,Jabalpur,Q87,87.1,333.0,410.0,81.22
CLSS,Participant,Jabalpur,Q87,87.2,316.0,410.0,77.07
CLSS,Participant,Jabalpur,Q87,87.3,347.0,410.0,84.63
CLSS,Participant,Jabalpur,Q87,87.4,308.0,410.0,75.12
CLSS,Participant,Jabalpur,Q87,87.5,33.0,410.0,8.05
CLSS,Participant,Jhabua,Q87,87.1,398.0,478.0,83.26
CLSS,Participant,Jhabua,Q87,87.2,379.0,478.0,79.29
CLSS,Participant,Jhabua,Q87,87.3,416.0,478.0,87.03
CLSS,Participant,Jhabua,Q87,87.4,359.0,478.0,75.1
CLSS,Participant,Jhabua,Q87,87.5,46.0,478.0,9.62
CLSS,Participant,Katni,Q87,87.1,338.0,435.0,77.7
CLSS,Participant,Katni,Q87,87.2,332.0,435.0,76.32
CLSS,Participant,Katni,Q87,87.3,372.0,435.0,85.52
CLSS,Participant,Katni,Q87,87.4,318.0,435.0,73.1
CLSS,Participant,Katni,Q87,87.5,35.0,435.0,8.05
CLSS,Participant,Khandwa,Q87,87.1,348.0,423.0,82.27
CLSS,Participant,Khandwa,Q87,87.2,330.0,423.0,78.01
CLSS,Participant,Khandwa,Q87,87.3,357.0,423.0,84.4
CLSS,Participant,Khandwa,Q87,87.4,311.0,423.0,73.52
CLSS,Participant,Khandwa,Q87,87.5,40.0,423.0,9.46
CLSS,Participant,Khargone,Q87,87.1,352.0,416.0,84.62
CLSS,Participant,Khargone,Q87,87.2,330.0,416.0,79.33
CLSS,Participant,Khargone,Q87,87.3,334.0,416.0,80.29
CLSS,Participant,Khargone,Q87,87.4,291.0,416.0,69.95
CLSS,Participant,Khargone,Q87,87.5,47.0,416.0,11.3
CLSS,Participant,Mandla,Q87,87.1,505.0,624.0,80.93
CLSS,Participant,Mandla,Q87,87.2,471.0,624.0,75.48
CLSS,Participant,Mandla,Q87,87.3,553.0,624.0,88.62
CLSS,Participant,Mandla,Q87,87.4,478.0,624.0,76.6
CLSS,Participant,Mandla,Q87,87.5,58.0,624.0,9.29
CLSS,Participant,Mandsaur,Q87,87.1,475.0,550.0,86.36
CLSS,Participant,Mandsaur,Q87,87.2,440.0,550.0,80.0
CLSS,Participant,Mandsaur,Q87,87.3,476.0,550.0,86.55
CLSS,Participant,Mandsaur,Q87,87.4,434.0,550.0,78.91
CLSS,Participant,Mandsaur,Q87,87.5,32.0,550.0,5.82
CLSS,Participant,Morena,Q87,87.1,605.0,731.0,82.76
CLSS,Participant,Morena,Q87,87.2,576.0,731.0,78.8
CLSS,Participant,Morena,Q87,87.3,639.0,731.0,87.41
CLSS,Participant,Morena,Q87,87.4,535.0,731.0,73.19
CLSS,Participant,Morena,Q87,87.5,62.0,731.0,8.48
CLSS,Participant,Narmadapuram,Q87,87.1,506.0,585.0,86.5
CLSS,Participant,Narmadapuram,Q87,87.2,496.0,585.0,84.79
CLSS,Participant,Narmadapuram,Q87,87.3,522.0,585.0,89.23
CLSS,Participant,Narmadapuram,Q87,87.4,456.0,585.0,77.95
CLSS,Participant,Narmadapuram,Q87,87.5,33.0,585.0,5.64
CLSS,Participant,Narsinghpur,Q87,87.1,402.0,471.0,85.35
CLSS,Participant,Narsinghpur,Q87,87.2,380.0,471.0,80.68
CLSS,Participant,Narsinghpur,Q87,87.3,435.0,471.0,92.36
CLSS,Participant,Narsinghpur,Q87,87.4,383.0,471.0,81.32
CLSS,Participant,Narsinghpur,Q87,87.5,27.0,471.0,5.73
CLSS,Participant,Neemuch,Q87,87.1,292.0,340.0,85.88
CLSS,Participant,Neemuch,Q87,87.2,257.0,340.0,75.59
CLSS,Participant,Neemuch,Q87,87.3,293.0,340.0,86.18
CLSS,Participant,Neemuch,Q87,87.4,254.0,340.0,74.71
CLSS,Participant,Neemuch,Q87,87.5,30.0,340.0,8.82
CLSS,Participant,Niwari,Q87,87.1,106.0,143.0,74.13
CLSS,Participant,Niwari,Q87,87.2,104.0,143.0,72.73
CLSS,Participant,Niwari,Q87,87.3,115.0,143.0,80.42
CLSS,Participant,Niwari,Q87,87.4,93.0,143.0,65.03
CLSS,Participant,Niwari,Q87,87.5,18.0,143.0,12.59
CLSS,Participant,Panna,Q87,87.1,499.0,614.0,81.27
CLSS,Participant,Panna,Q87,87.2,485.0,614.0,78.99
CLSS,Participant,Panna,Q87,87.3,523.0,614.0,85.18
CLSS,Participant,Panna,Q87,87.4,458.0,614.0,74.59
CLSS,Participant,Panna,Q87,87.5,58.0,614.0,9.45
CLSS,Participant,Raisen,Q87,87.1,458.0,546.0,83.88
CLSS,Participant,Raisen,Q87,87.2,435.0,546.0,79.67
CLSS,Participant,Raisen,Q87,87.3,489.0,546.0,89.56
CLSS,Participant,Raisen,Q87,87.4,396.0,546.0,72.53
CLSS,Participant,Raisen,Q87,87.5,45.0,546.0,8.24
CLSS,Participant,Rajgarh,Q87,87.1,531.0,651.0,81.57
CLSS,Participant,Rajgarh,Q87,87.2,506.0,651.0,77.73
CLSS,Participant,Rajgarh,Q87,87.3,563.0,651.0,86.48
CLSS,Participant,Rajgarh,Q87,87.4,498.0,651.0,76.5
CLSS,Participant,Rajgarh,Q87,87.5,61.0,651.0,9.37
CLSS,Participant,Ratlam,Q87,87.1,619.0,760.0,81.45
CLSS,Participant,Ratlam,Q87,87.2,569.0,760.0,74.87
CLSS,Participant,Ratlam,Q87,87.3,663.0,760.0,87.24
CLSS,Participant,Ratlam,Q87,87.4,555.0,760.0,73.03
CLSS,Participant,Ratlam,Q87,87.5,59.0,760.0,7.76
CLSS,Participant,Rewa,Q87,87.1,318.0,397.0,80.1
CLSS,Participant,Rewa,Q87,87.2,300.0,397.0,75.57
CLSS,Participant,Rewa,Q87,87.3,356.0,397.0,89.67
CLSS,Participant,Rewa,Q87,87.4,303.0,397.0,76.32
CLSS,Participant,Rewa,Q87,87.5,49.0,397.0,12.34
CLSS,Participant,Sagar,Q87,87.1,377.0,479.0,78.71
CLSS,Participant,Sagar,Q87,87.2,331.0,479.0,69.1
CLSS,Participant,Sagar,Q87,87.3,390.0,479.0,81.42
CLSS,Participant,Sagar,Q87,87.4,308.0,479.0,64.3
CLSS,Participant,Sagar,Q87,87.5,52.0,479.0,10.86
CLSS,Participant,Satna,Q87,87.1,441.0,559.0,78.89
CLSS,Participant,Satna,Q87,87.2,422.0,559.0,75.49
CLSS,Participant,Satna,Q87,87.3,466.0,559.0,83.36
CLSS,Participant,Satna,Q87,87.4,397.0,559.0,71.02
CLSS,Participant,Satna,Q87,87.5,50.0,559.0,8.94
CLSS,Participant,Sehore,Q87,87.1,3.0,3.0,100.0
CLSS,Participant,Sehore,Q87,87.2,2.0,3.0,66.67
CLSS,Participant,Sehore,Q87,87.3,2.0,3.0,66.67
CLSS,Participant,Sehore,Q87,87.4,2.0,3.0,66.67
CLSS,Participant,Sehore,Q87,87.5,1.0,3.0,33.33
CLSS,Participant,Seoni,Q87,87.1,558.0,687.0,81.22
CLSS,Participant,Seoni,Q87,87.2,535.0,687.0,77.87
CLSS,Participant,Seoni,Q87,87.3,609.0,687.0,88.65
CLSS,Participant,Seoni,Q87,87.4,522.0,687.0,75.98
CLSS,Participant,Seoni,Q87,87.5,56.0,687.0,8.15
CLSS,Participant,Shahdol,Q87,87.1,253.0,321.0,78.82
CLSS,Participant,Shahdol,Q87,87.2,250.0,321.0,77.88
CLSS,Participant,Shahdol,Q87,87.3,279.0,321.0,86.92
CLSS,Participant,Shahdol,Q87,87.4,219.0,321.0,68.22
CLSS,Participant,Shahdol,Q87,87.5,33.0,321.0,10.28
CLSS,Participant,Shajapur,Q87,87.1,334.0,385.0,86.75
CLSS,Participant,Shajapur,Q87,87.2,314.0,385.0,81.56
CLSS,Participant,Shajapur,Q87,87.3,333.0,385.0,86.49
CLSS,Participant,Shajapur,Q87,87.4,305.0,385.0,79.22
CLSS,Participant,Shajapur,Q87,87.5,42.0,385.0,10.91
CLSS,Participant,Sheopur,Q87,87.1,192.0,234.0,82.05
CLSS,Participant,Sheopur,Q87,87.2,185.0,234.0,79.06
CLSS,Participant,Sheopur,Q87,87.3,201.0,234.0,85.9
CLSS,Participant,Sheopur,Q87,87.4,173.0,234.0,73.93
CLSS,Participant,Sheopur,Q87,87.5,27.0,234.0,11.54
CLSS,Participant,Shivpuri,Q87,87.1,320.0,412.0,77.67
CLSS,Participant,Shivpuri,Q87,87.2,305.0,412.0,74.03
CLSS,Participant,Shivpuri,Q87,87.3,350.0,412.0,84.95
CLSS,Participant,Shivpuri,Q87,87.4,269.0,412.0,65.29
CLSS,Participant,Shivpuri,Q87,87.5,52.0,412.0,12.62
CLSS,Participant,Sidhi,Q87,87.1,428.0,517.0,82.79
CLSS,Participant,Sidhi,Q87,87.2,409.0,517.0,79.11
CLSS,Participant,Sidhi,Q87,87.3,457.0,517.0,88.39
CLSS,Participant,Sidhi,Q87,87.4,406.0,517.0,78.53
CLSS,Participant,Sidhi,Q87,87.5,73.0,517.0,14.12
CLSS,Participant,Singrauli,Q87,87.1,193.0,251.0,76.89
CLSS,Participant,Singrauli,Q87,87.2,196.0,251.0,78.09
CLSS,Participant,Singrauli,Q87,87.3,229.0,251.0,91.24
CLSS,Participant,Singrauli,Q87,87.4,177.0,251.0,70.52
CLSS,Participant,Singrauli,Q87,87.5,42.0,251.0,16.73
CLSS,Participant,Tikamgarh,Q87,87.1,233.0,266.0,87.59
CLSS,Participant,Tikamgarh,Q87,87.2,200.0,266.0,75.19
CLSS,Participant,Tikamgarh,Q87,87.3,227.0,266.0,85.34
CLSS,Participant,Tikamgarh,Q87,87.4,198.0,266.0,74.44
CLSS,Participant,Tikamgarh,Q87,87.5,29.0,266.0,10.9
CLSS,Participant,Ujjain,Q87,87.1,445.0,548.0,81.2
CLSS,Participant,Ujjain,Q87,87.2,408.0,548.0,74.45
CLSS,Participant,Ujjain,Q87,87.3,464.0,548.0,84.67
CLSS,Participant,Ujjain,Q87,87.4,387.0,548.0,70.62
CLSS,Participant,Ujjain,Q87,87.5,34.0,548.0,6.2
CLSS,Participant,Umaria,Q87,87.1,198.0,256.0,77.34
CLSS,Participant,Umaria,Q87,87.2,188.0,256.0,73.44
CLSS,Participant,Umaria,Q87,87.3,217.0,256.0,84.77
CLSS,Participant,Umaria,Q87,87.4,181.0,256.0,70.7
CLSS,Participant,Umaria,Q87,87.5,28.0,256.0,10.94
CLSS,Participant,Vidisha,Q87,87.1,517.0,612.0,84.48
CLSS,Participant,Vidisha,Q87,87.2,497.0,612.0,81.21
CLSS,Participant,Vidisha,Q87,87.3,546.0,612.0,89.22
CLSS,Participant,Vidisha,Q87,87.4,470.0,612.0,76.8
CLSS,Participant,Vidisha,Q87,87.5,62.0,612.0,10.13
CLSS,Participant,Total,Q87,87.1,19534.0,23785.0,82.13
CLSS,Participant,Total,Q87,87.2,18393.0,23785.0,77.33
CLSS,Participant,Total,Q87,87.3,20498.0,23785.0,86.18
CLSS,Participant,Total,Q87,87.4,17461.0,23785.0,73.41
CLSS,Participant,Total,Q87,87.5,2281.0,23785.0,9.59
CLSS,Participant,Agar Malwa,"Q88,89,90",88_Yes,238.0,239.0,99.58
CLSS,Participant,Agar Malwa,"Q88,89,90",88_No,1.0,239.0,0.42
CLSS,Participant,Agar Malwa,"Q88,89,90",89_Yes,239.0,239.0,100.0
CLSS,Participant,Agar Malwa,"Q88,89,90",89_No,0.0,239.0,0.0
CLSS,Participant,Agar Malwa,"Q88,89,90",90_Yes,238.0,239.0,99.58
CLSS,Participant,Agar Malwa,"Q88,89,90",90_No,1.0,239.0,0.42
CLSS,Participant,Alirajpur,"Q88,89,90",88_Yes,337.0,339.0,99.41
CLSS,Participant,Alirajpur,"Q88,89,90",88_No,2.0,339.0,0.59
CLSS,Participant,Alirajpur,"Q88,89,90",89_Yes,337.0,339.0,99.41
CLSS,Participant,Alirajpur,"Q88,89,90",89_No,2.0,339.0,0.59
CLSS,Participant,Alirajpur,"Q88,89,90",90_Yes,336.0,339.0,99.12
CLSS,Participant,Alirajpur,"Q88,89,90",90_No,3.0,339.0,0.88
CLSS,Participant,Anuppur,"Q88,89,90",88_Yes,277.0,278.0,99.64
CLSS,Participant,Anuppur,"Q88,89,90",88_No,1.0,278.0,0.36
CLSS,Participant,Anuppur,"Q88,89,90",89_Yes,277.0,278.0,99.64
CLSS,Participant,Anuppur,"Q88,89,90",89_No,1.0,278.0,0.36
CLSS,Participant,Anuppur,"Q88,89,90",90_Yes,276.0,278.0,99.28
CLSS,Participant,Anuppur,"Q88,89,90",90_No,2.0,278.0,0.72
CLSS,Participant,Ashoknagar,"Q88,89,90",88_Yes,344.0,347.0,99.14
CLSS,Participant,Ashoknagar,"Q88,89,90",88_No,3.0,347.0,0.86
CLSS,Participant,Ashoknagar,"Q88,89,90",89_Yes,344.0,347.0,99.14
CLSS,Participant,Ashoknagar,"Q88,89,90",89_No,3.0,347.0,0.86
CLSS,Participant,Ashoknagar,"Q88,89,90",90_Yes,341.0,347.0,98.27
CLSS,Participant,Ashoknagar,"Q88,89,90",90_No,6.0,347.0,1.73
CLSS,Participant,Balaghat,"Q88,89,90",88_Yes,799.0,802.0,99.63
CLSS,Participant,Balaghat,"Q88,89,90",88_No,3.0,802.0,0.37
CLSS,Participant,Balaghat,"Q88,89,90",89_Yes,795.0,802.0,99.13
CLSS,Participant,Balaghat,"Q88,89,90",89_No,7.0,802.0,0.87
CLSS,Participant,Balaghat,"Q88,89,90",90_Yes,802.0,802.0,100.0
CLSS,Participant,Balaghat,"Q88,89,90",90_No,0.0,802.0,0.0
CLSS,Participant,Barwani,"Q88,89,90",88_Yes,564.0,565.0,99.82
CLSS,Participant,Barwani,"Q88,89,90",88_No,1.0,565.0,0.18
CLSS,Participant,Barwani,"Q88,89,90",89_Yes,560.0,565.0,99.12
CLSS,Participant,Barwani,"Q88,89,90",89_No,5.0,565.0,0.88
CLSS,Participant,Barwani,"Q88,89,90",90_Yes,558.0,565.0,98.76
CLSS,Participant,Barwani,"Q88,89,90",90_No,7.0,565.0,1.24
CLSS,Participant,Betul,"Q88,89,90",88_Yes,945.0,951.0,99.37
CLSS,Participant,Betul,"Q88,89,90",88_No,6.0,951.0,0.63
CLSS,Participant,Betul,"Q88,89,90",89_Yes,944.0,951.0,99.26
CLSS,Participant,Betul,"Q88,89,90",89_No,7.0,951.0,0.74
CLSS,Participant,Betul,"Q88,89,90",90_Yes,948.0,951.0,99.68
CLSS,Participant,Betul,"Q88,89,90",90_No,3.0,951.0,0.32
CLSS,Participant,Bhind,"Q88,89,90",88_Yes,632.0,637.0,99.22
CLSS,Participant,Bhind,"Q88,89,90",88_No,5.0,637.0,0.78
CLSS,Participant,Bhind,"Q88,89,90",89_Yes,631.0,637.0,99.06
CLSS,Participant,Bhind,"Q88,89,90",89_No,6.0,637.0,0.94
CLSS,Participant,Bhind,"Q88,89,90",90_Yes,631.0,637.0,99.06
CLSS,Participant,Bhind,"Q88,89,90",90_No,6.0,637.0,0.94
CLSS,Participant,Bhopal,"Q88,89,90",88_Yes,321.0,321.0,100.0
CLSS,Participant,Bhopal,"Q88,89,90",88_No,0.0,321.0,0.0
CLSS,Participant,Bhopal,"Q88,89,90",89_Yes,315.0,321.0,98.13
CLSS,Participant,Bhopal,"Q88,89,90",89_No,6.0,321.0,1.87
CLSS,Participant,Bhopal,"Q88,89,90",90_Yes,318.0,321.0,99.07
CLSS,Participant,Bhopal,"Q88,89,90",90_No,3.0,321.0,0.93
CLSS,Participant,Burhanpur,"Q88,89,90",88_Yes,145.0,147.0,98.64
CLSS,Participant,Burhanpur,"Q88,89,90",88_No,2.0,147.0,1.36
CLSS,Participant,Burhanpur,"Q88,89,90",89_Yes,147.0,147.0,100.0
CLSS,Participant,Burhanpur,"Q88,89,90",89_No,0.0,147.0,0.0
CLSS,Participant,Burhanpur,"Q88,89,90",90_Yes,147.0,147.0,100.0
CLSS,Participant,Burhanpur,"Q88,89,90",90_No,0.0,147.0,0.0
CLSS,Participant,Chhatarpur,"Q88,89,90",88_Yes,718.0,720.0,99.72
CLSS,Participant,Chhatarpur,"Q88,89,90",88_No,2.0,720.0,0.28
CLSS,Participant,Chhatarpur,"Q88,89,90",89_Yes,717.0,720.0,99.58
CLSS,Participant,Chhatarpur,"Q88,89,90",89_No,3.0,720.0,0.42
CLSS,Participant,Chhatarpur,"Q88,89,90",90_Yes,716.0,720.0,99.44
CLSS,Participant,Chhatarpur,"Q88,89,90",90_No,4.0,720.0,0.56
CLSS,Participant,Chhindwara,"Q88,89,90",88_Yes,863.0,863.0,100.0
CLSS,Participant,Chhindwara,"Q88,89,90",88_No,0.0,863.0,0.0
CLSS,Participant,Chhindwara,"Q88,89,90",89_Yes,855.0,863.0,99.07
CLSS,Participant,Chhindwara,"Q88,89,90",89_No,8.0,863.0,0.93
CLSS,Participant,Chhindwara,"Q88,89,90",90_Yes,860.0,863.0,99.65
CLSS,Participant,Chhindwara,"Q88,89,90",90_No,3.0,863.0,0.35
CLSS,Participant,Damoh,"Q88,89,90",88_Yes,373.0,374.0,99.73
CLSS,Participant,Damoh,"Q88,89,90",88_No,1.0,374.0,0.27
CLSS,Participant,Damoh,"Q88,89,90",89_Yes,372.0,374.0,99.47
CLSS,Participant,Damoh,"Q88,89,90",89_No,2.0,374.0,0.53
CLSS,Participant,Damoh,"Q88,89,90",90_Yes,371.0,374.0,99.2
CLSS,Participant,Damoh,"Q88,89,90",90_No,3.0,374.0,0.8
CLSS,Participant,Datia,"Q88,89,90",88_Yes,338.0,338.0,100.0
CLSS,Participant,Datia,"Q88,89,90",88_No,0.0,338.0,0.0
CLSS,Participant,Datia,"Q88,89,90",89_Yes,338.0,338.0,100.0
CLSS,Participant,Datia,"Q88,89,90",89_No,0.0,338.0,0.0
CLSS,Participant,Datia,"Q88,89,90",90_Yes,337.0,338.0,99.7
CLSS,Participant,Datia,"Q88,89,90",90_No,1.0,338.0,0.3
CLSS,Participant,Dewas,"Q88,89,90",88_Yes,1.0,1.0,100.0
CLSS,Participant,Dewas,"Q88,89,90",88_No,0.0,1.0,0.0
CLSS,Participant,Dewas,"Q88,89,90",89_Yes,1.0,1.0,100.0
CLSS,Participant,Dewas,"Q88,89,90",89_No,0.0,1.0,0.0
CLSS,Participant,Dewas,"Q88,89,90",90_Yes,1.0,1.0,100.0
CLSS,Participant,Dewas,"Q88,89,90",90_No,0.0,1.0,0.0
CLSS,Participant,Dhar,"Q88,89,90",88_Yes,833.0,839.0,99.28
CLSS,Participant,Dhar,"Q88,89,90",88_No,6.0,839.0,0.72
CLSS,Participant,Dhar,"Q88,89,90",89_Yes,829.0,839.0,98.81
CLSS,Participant,Dhar,"Q88,89,90",89_No,10.0,839.0,1.19
CLSS,Participant,Dhar,"Q88,89,90",90_Yes,831.0,839.0,99.05
CLSS,Participant,Dhar,"Q88,89,90",90_No,8.0,839.0,0.95
CLSS,Participant,Dindori,"Q88,89,90",88_Yes,310.0,310.0,100.0
CLSS,Participant,Dindori,"Q88,89,90",88_No,0.0,310.0,0.0
CLSS,Participant,Dindori,"Q88,89,90",89_Yes,310.0,310.0,100.0
CLSS,Participant,Dindori,"Q88,89,90",89_No,0.0,310.0,0.0
CLSS,Participant,Dindori,"Q88,89,90",90_Yes,310.0,310.0,100.0
CLSS,Participant,Dindori,"Q88,89,90",90_No,0.0,310.0,0.0
CLSS,Participant,Guna,"Q88,89,90",88_Yes,402.0,404.0,99.5
CLSS,Participant,Guna,"Q88,89,90",88_No,2.0,404.0,0.5
CLSS,Participant,Guna,"Q88,89,90",89_Yes,399.0,404.0,98.76
CLSS,Participant,Guna,"Q88,89,90",89_No,5.0,404.0,1.24
CLSS,Participant,Guna,"Q88,89,90",90_Yes,400.0,404.0,99.01
CLSS,Participant,Guna,"Q88,89,90",90_No,4.0,404.0,0.99
CLSS,Participant,Gwalior,"Q88,89,90",88_Yes,524.0,527.0,99.43
CLSS,Participant,Gwalior,"Q88,89,90",88_No,3.0,527.0,0.57
CLSS,Participant,Gwalior,"Q88,89,90",89_Yes,525.0,527.0,99.62
CLSS,Participant,Gwalior,"Q88,89,90",89_No,2.0,527.0,0.38
CLSS,Participant,Gwalior,"Q88,89,90",90_Yes,523.0,527.0,99.24
CLSS,Participant,Gwalior,"Q88,89,90",90_No,4.0,527.0,0.76
CLSS,Participant,Harda,"Q88,89,90",88_Yes,220.0,220.0,100.0
CLSS,Participant,Harda,"Q88,89,90",88_No,0.0,220.0,0.0
CLSS,Participant,Harda,"Q88,89,90",89_Yes,219.0,220.0,99.55
CLSS,Participant,Harda,"Q88,89,90",89_No,1.0,220.0,0.45
CLSS,Participant,Harda,"Q88,89,90",90_Yes,219.0,220.0,99.55
CLSS,Participant,Harda,"Q88,89,90",90_No,1.0,220.0,0.45
CLSS,Participant,Indore,"Q88,89,90",88_Yes,455.0,459.0,99.13
CLSS,Participant,Indore,"Q88,89,90",88_No,4.0,459.0,0.87
CLSS,Participant,Indore,"Q88,89,90",89_Yes,456.0,459.0,99.35
CLSS,Participant,Indore,"Q88,89,90",89_No,3.0,459.0,0.65
CLSS,Participant,Indore,"Q88,89,90",90_Yes,455.0,459.0,99.13
CLSS,Participant,Indore,"Q88,89,90",90_No,4.0,459.0,0.87
CLSS,Participant,Jabalpur,"Q88,89,90",88_Yes,409.0,410.0,99.76
CLSS,Participant,Jabalpur,"Q88,89,90",88_No,1.0,410.0,0.24
CLSS,Participant,Jabalpur,"Q88,89,90",89_Yes,407.0,410.0,99.27
CLSS,Participant,Jabalpur,"Q88,89,90",89_No,3.0,410.0,0.73
CLSS,Participant,Jabalpur,"Q88,89,90",90_Yes,407.0,410.0,99.27
CLSS,Participant,Jabalpur,"Q88,89,90",90_No,3.0,410.0,0.73
CLSS,Participant,Jhabua,"Q88,89,90",88_Yes,475.0,478.0,99.37
CLSS,Participant,Jhabua,"Q88,89,90",88_No,3.0,478.0,0.63
CLSS,Participant,Jhabua,"Q88,89,90",89_Yes,475.0,478.0,99.37
CLSS,Participant,Jhabua,"Q88,89,90",89_No,3.0,478.0,0.63
CLSS,Participant,Jhabua,"Q88,89,90",90_Yes,474.0,478.0,99.16
CLSS,Participant,Jhabua,"Q88,89,90",90_No,4.0,478.0,0.84
CLSS,Participant,Katni,"Q88,89,90",88_Yes,434.0,435.0,99.77
CLSS,Participant,Katni,"Q88,89,90",88_No,1.0,435.0,0.23
CLSS,Participant,Katni,"Q88,89,90",89_Yes,433.0,435.0,99.54
CLSS,Participant,Katni,"Q88,89,90",89_No,2.0,435.0,0.46
CLSS,Participant,Katni,"Q88,89,90",90_Yes,433.0,435.0,99.54
CLSS,Participant,Katni,"Q88,89,90",90_No,2.0,435.0,0.46
CLSS,Participant,Khandwa,"Q88,89,90",88_Yes,422.0,423.0,99.76
CLSS,Participant,Khandwa,"Q88,89,90",88_No,1.0,423.0,0.24
CLSS,Participant,Khandwa,"Q88,89,90",89_Yes,418.0,423.0,98.82
CLSS,Participant,Khandwa,"Q88,89,90",89_No,5.0,423.0,1.18
CLSS,Participant,Khandwa,"Q88,89,90",90_Yes,420.0,423.0,99.29
CLSS,Participant,Khandwa,"Q88,89,90",90_No,3.0,423.0,0.71
CLSS,Participant,Khargone,"Q88,89,90",88_Yes,414.0,416.0,99.52
CLSS,Participant,Khargone,"Q88,89,90",88_No,2.0,416.0,0.48
CLSS,Participant,Khargone,"Q88,89,90",89_Yes,414.0,416.0,99.52
CLSS,Participant,Khargone,"Q88,89,90",89_No,2.0,416.0,0.48
CLSS,Participant,Khargone,"Q88,89,90",90_Yes,412.0,416.0,99.04
CLSS,Participant,Khargone,"Q88,89,90",90_No,4.0,416.0,0.96
CLSS,Participant,Mandla,"Q88,89,90",88_Yes,620.0,624.0,99.36
CLSS,Participant,Mandla,"Q88,89,90",88_No,4.0,624.0,0.64
CLSS,Participant,Mandla,"Q88,89,90",89_Yes,619.0,624.0,99.2
CLSS,Participant,Mandla,"Q88,89,90",89_No,5.0,624.0,0.8
CLSS,Participant,Mandla,"Q88,89,90",90_Yes,621.0,624.0,99.52
CLSS,Participant,Mandla,"Q88,89,90",90_No,3.0,624.0,0.48
CLSS,Participant,Mandsaur,"Q88,89,90",88_Yes,547.0,550.0,99.45
CLSS,Participant,Mandsaur,"Q88,89,90",88_No,3.0,550.0,0.55
CLSS,Participant,Mandsaur,"Q88,89,90",89_Yes,544.0,550.0,98.91
CLSS,Participant,Mandsaur,"Q88,89,90",89_No,6.0,550.0,1.09
CLSS,Participant,Mandsaur,"Q88,89,90",90_Yes,546.0,550.0,99.27
CLSS,Participant,Mandsaur,"Q88,89,90",90_No,4.0,550.0,0.73
CLSS,Participant,Morena,"Q88,89,90",88_Yes,731.0,731.0,100.0
CLSS,Participant,Morena,"Q88,89,90",88_No,0.0,731.0,0.0
CLSS,Participant,Morena,"Q88,89,90",89_Yes,728.0,731.0,99.59
CLSS,Participant,Morena,"Q88,89,90",89_No,3.0,731.0,0.41
CLSS,Participant,Morena,"Q88,89,90",90_Yes,722.0,731.0,98.77
CLSS,Participant,Morena,"Q88,89,90",90_No,9.0,731.0,1.23
CLSS,Participant,Narmadapuram,"Q88,89,90",88_Yes,583.0,585.0,99.66
CLSS,Participant,Narmadapuram,"Q88,89,90",88_No,2.0,585.0,0.34
CLSS,Participant,Narmadapuram,"Q88,89,90",89_Yes,580.0,585.0,99.15
CLSS,Participant,Narmadapuram,"Q88,89,90",89_No,5.0,585.0,0.85
CLSS,Participant,Narmadapuram,"Q88,89,90",90_Yes,582.0,585.0,99.49
CLSS,Participant,Narmadapuram,"Q88,89,90",90_No,3.0,585.0,0.51
